"ID","URL","Title","Difficulty","Acceptance %","Frequency %","Topic Tags","Pattern","Revision Priority","Notes"
"2530","https://leetcode.com/problems/maximal-score-after-applying-k-operations","Maximal Score After Applying K Operations","Medium","64.1%","100.0%","Core DSA","Implementation / Reasoning","High","Must revise; common company/OA pattern."
"934","https://leetcode.com/problems/shortest-bridge","Shortest Bridge","Medium","59.5%","100.0%","Core DSA","Implementation / Reasoning","High","Must revise; common company/OA pattern."
